transaction_id,date,selling_entity_id,selling_entity_name,buying_entity_id,buying_entity_name,description,amount,gl_account
IC-202511-001,2025-11-17,industrialsupply_co,IndustrialSupply Co,precisionmfg_inc,PrecisionMfg Inc,Management Fees,20640.771120215228,7000
IC-202511-002,2025-11-25,industrialsupply_co,IndustrialSupply Co,dataanalytics_corp,DataAnalytics Corp,Shared Services,96497.77525191587,6500
IC-202511-003,2025-11-12,logisticspro,LogisticsPro,retailco,RetailCo,Inventory/Supplies,230352.3984270847,5000
IC-202511-004,2025-11-24,healthservices_plus,HealthServices Plus,ecopackaging_ltd,EcoPackaging Ltd,Software Licenses,24765.505420002628,7000
IC-202511-005,2025-11-27,precisionmfg_inc,PrecisionMfg Inc,dataanalytics_corp,DataAnalytics Corp,Management Fees,12850.269110610345,7000
IC-202511-006,2025-11-23,precisionmfg_inc,PrecisionMfg Inc,techforge_saas,TechForge SaaS,Shared Services,34815.64542939744,6500
IC-202511-007,2025-11-18,logisticspro,LogisticsPro,dataanalytics_corp,DataAnalytics Corp,Inventory/Supplies,126387.92793057919,5000
IC-202511-008,2025-11-28,retailco,RetailCo,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,7504.671408656543,7000
IC-202511-009,2025-11-09,healthservices_plus,HealthServices Plus,dataanalytics_corp,DataAnalytics Corp,Management Fees,42470.7915236055,7000
IC-202511-010,2025-11-22,logisticspro,LogisticsPro,ecopackaging_ltd,EcoPackaging Ltd,Shared Services,69035.16659956204,6500
IC-202511-011,2025-11-16,precisionmfg_inc,PrecisionMfg Inc,dataanalytics_corp,DataAnalytics Corp,Inventory/Supplies,225853.73199956765,5000
IC-202511-012,2025-11-23,techforge_saas,TechForge SaaS,retailco,RetailCo,Software Licenses,11401.196650419668,7000
IC-202511-013,2025-11-16,ecopackaging_ltd,EcoPackaging Ltd,precisionmfg_inc,PrecisionMfg Inc,Management Fees,14317.748585858575,7000
IC-202511-014,2025-11-08,industrialsupply_co,IndustrialSupply Co,techforge_saas,TechForge SaaS,Shared Services,60668.8437533024,6500
IC-202511-015,2025-11-09,industrialsupply_co,IndustrialSupply Co,ecopackaging_ltd,EcoPackaging Ltd,Inventory/Supplies,195292.34302260098,5000
IC-202511-016,2025-11-14,logisticspro,LogisticsPro,healthservices_plus,HealthServices Plus,Software Licenses,12107.691373714788,7000
IC-202511-017,2025-11-21,ecopackaging_ltd,EcoPackaging Ltd,retailco,RetailCo,Management Fees,43307.21877388173,7000
IC-202511-018,2025-11-27,healthservices_plus,HealthServices Plus,logisticspro,LogisticsPro,Shared Services,71469.21439294275,6500
IC-202511-019,2025-11-05,techforge_saas,TechForge SaaS,retailco,RetailCo,Inventory/Supplies,68598.12796462643,5000
IC-202511-020,2025-11-20,dataanalytics_corp,DataAnalytics Corp,techforge_saas,TechForge SaaS,Software Licenses,16987.379313258676,7000
IC-202511-021,2025-11-22,industrialsupply_co,IndustrialSupply Co,precisionmfg_inc,PrecisionMfg Inc,Management Fees,15959.989445969739,7000
IC-202511-022,2025-11-28,industrialsupply_co,IndustrialSupply Co,techforge_saas,TechForge SaaS,Shared Services,38868.60793149497,6500
IC-202511-023,2025-11-07,logisticspro,LogisticsPro,ecopackaging_ltd,EcoPackaging Ltd,Inventory/Supplies,207130.3236160464,5000
IC-202511-024,2025-11-14,ecopackaging_ltd,EcoPackaging Ltd,precisionmfg_inc,PrecisionMfg Inc,Software Licenses,11690.225774838644,7000
