company_id,company_name,year,month,account_code,account_name,budget_amount
techforge_saas,TechForge SaaS,2026,1,4200,Subscription Revenue,3750000.0
techforge_saas,TechForge SaaS,2026,1,4100,Professional Services Revenue,3750000.0
techforge_saas,TechForge SaaS,2026,1,5300,Cost of Services,1050000.0
techforge_saas,TechForge SaaS,2026,1,6000,Salaries and Wages,944999.9999999999
techforge_saas,TechForge SaaS,2026,1,6100,Employee Benefits,216000.0
techforge_saas,TechForge SaaS,2026,1,6200,Rent,135490.63040114567
techforge_saas,TechForge SaaS,2026,1,6300,Utilities,65137.37783428072
techforge_saas,TechForge SaaS,2026,1,6400,Insurance,151475.71392139318
techforge_saas,TechForge SaaS,2026,1,6500,Professional Fees,108567.25622436857
techforge_saas,TechForge SaaS,2026,1,7000,Sales and Marketing,405000.0
techforge_saas,TechForge SaaS,2026,1,7100,Advertising,143257.4063396361
techforge_saas,TechForge SaaS,2026,1,7200,Travel and Entertainment,88565.35691130607
techforge_saas,TechForge SaaS,2026,1,8000,Research and Development,150716.50867758965
techforge_saas,TechForge SaaS,2026,1,9000,Depreciation Expense,96033.78130328961
techforge_saas,TechForge SaaS,2026,1,9100,Amortization Expense,55170.466359872225
techforge_saas,TechForge SaaS,2026,1,9500,Interest Expense,151781.25345328046
techforge_saas,TechForge SaaS,2026,2,4200,Subscription Revenue,3750000.0
techforge_saas,TechForge SaaS,2026,2,4100,Professional Services Revenue,3750000.0
techforge_saas,TechForge SaaS,2026,2,5300,Cost of Services,1050000.0
techforge_saas,TechForge SaaS,2026,2,6000,Salaries and Wages,944999.9999999999
techforge_saas,TechForge SaaS,2026,2,6100,Employee Benefits,216000.0
techforge_saas,TechForge SaaS,2026,2,6200,Rent,63858.96109290242
techforge_saas,TechForge SaaS,2026,2,6300,Utilities,88485.8728597648
techforge_saas,TechForge SaaS,2026,2,6400,Insurance,156606.69244148693
techforge_saas,TechForge SaaS,2026,2,6500,Professional Fees,156665.57186925603
techforge_saas,TechForge SaaS,2026,2,7000,Sales and Marketing,405000.0
techforge_saas,TechForge SaaS,2026,2,7100,Advertising,115931.29191731488
techforge_saas,TechForge SaaS,2026,2,7200,Travel and Entertainment,122238.41891433831
techforge_saas,TechForge SaaS,2026,2,8000,Research and Development,102432.11637365854
techforge_saas,TechForge SaaS,2026,2,9000,Depreciation Expense,85666.76334339098
techforge_saas,TechForge SaaS,2026,2,9100,Amortization Expense,89495.77089995092
techforge_saas,TechForge SaaS,2026,2,9500,Interest Expense,126631.99325632013
techforge_saas,TechForge SaaS,2026,3,4200,Subscription Revenue,3750000.0
techforge_saas,TechForge SaaS,2026,3,4100,Professional Services Revenue,3750000.0
techforge_saas,TechForge SaaS,2026,3,5300,Cost of Services,1050000.0
techforge_saas,TechForge SaaS,2026,3,6000,Salaries and Wages,944999.9999999999
techforge_saas,TechForge SaaS,2026,3,6100,Employee Benefits,216000.0
techforge_saas,TechForge SaaS,2026,3,6200,Rent,135256.44917926943
techforge_saas,TechForge SaaS,2026,3,6300,Utilities,139490.5367223916
techforge_saas,TechForge SaaS,2026,3,6400,Insurance,139278.7594218118
techforge_saas,TechForge SaaS,2026,3,6500,Professional Fees,63850.25912925856
techforge_saas,TechForge SaaS,2026,3,7000,Sales and Marketing,405000.0
techforge_saas,TechForge SaaS,2026,3,7100,Advertising,107397.39290787879
techforge_saas,TechForge SaaS,2026,3,7200,Travel and Entertainment,60216.34608179758
techforge_saas,TechForge SaaS,2026,3,8000,Research and Development,113349.11929096344
techforge_saas,TechForge SaaS,2026,3,9000,Depreciation Expense,101685.29414832471
techforge_saas,TechForge SaaS,2026,3,9100,Amortization Expense,149872.05173789634
techforge_saas,TechForge SaaS,2026,3,9500,Interest Expense,91898.82135562449
techforge_saas,TechForge SaaS,2026,4,4200,Subscription Revenue,3750000.0
techforge_saas,TechForge SaaS,2026,4,4100,Professional Services Revenue,3750000.0
